LabVIEW Measurement						
Writer_Version	2					
Reader_Version	2					
Separator	Tab					
Decimal_Separator	.					
Multi_Headings	No					
X_Columns	No					
Time_Pref	Relative					
Operator	Lab					
Date	2019/09/27					
Time	14:50:03.3754382133483886719					
***End_of_Header***						
						
Channels	5					
Samples	1	1	1	1	1	
Date	2019/09/27	2019/09/27	2019/09/27	2019/09/27	2019/09/27	
Time	14:50:03.3754382133483886719	14:50:03.3754382133483886719	14:50:03.3754382133483886719	14:50:03.3754382133483886719	14:50:03.3754382133483886719	
X_Dimension	Time	Time	Time	Time	Time	
X0	0	0	0	0	0	
Delta_X	1	1	1	1	1	
***End_of_Header***						
X_Value	Time (s)	Tank A Level	Tank B Level	Volts to Valve	Setpoint Level	Comment
	39.9	-0.448139	5.084791	1.915209	7	
	40	-0.4481	5.088799	1.911201	7	
	40.1	-0.448336	5.091099	1.908901	7	
	40.2	-0.448218	5.097824	1.902176	7	
	40.3	-0.448061	5.099958	1.900042	7	
	40.4	-0.448159	5.105006	1.894994	7	
	40.5	-0.448375	5.110481	1.889519	7	
	40.6	-0.448709	5.117112	1.882888	7	
	40.7	-0.448699	5.111938	1.888062	7	
	40.8	-0.449309	5.117913	1.882087	7	
	40.9	-0.449898	5.122014	1.877986	7	
	41	-0.449338	5.128551	1.871449	7	
	41.1	-0.44922	5.133454	1.866546	7	
	41.2	-0.449407	5.133319	1.866681	7	
	41.3	-0.449024	5.137701	1.862299	7	
	41.4	-0.448965	5.138648	1.861352	7	
	41.5	-0.448876	5.142552	1.857448	7	
	41.6	-0.44865	5.141781	1.858219	7	
	41.7	-0.448886	5.147819	1.852181	7	
	41.8	-0.449151	5.142375	1.857625	7	
	41.9	-0.449436	5.144738	1.855262	7	
	42	-0.449289	5.148527	1.851473	7	
	42.1	-0.449338	5.145872	1.854128	7	
	42.2	-0.449328	5.149349	1.850651	7	
	42.3	-0.449859	5.151181	1.848819	7	
	42.4	-0.449652	5.151868	1.848132	7	
	42.5	-0.449672	5.154762	1.845238	7	
	42.6	-0.44979	5.154845	1.845155	7	
	42.7	-0.450026	5.154199	1.845801	7	
	42.8	-0.449721	5.155521	1.844479	7	
	42.9	-0.44978	5.158124	1.841876	7	
	43	-0.449869	5.160289	1.839711	7	
	43.1	-0.44977	5.160476	1.839524	7	
	43.2	-0.449643	5.163287	1.836713	7	
	43.3	-0.45038	5.162516	1.837484	7	
	43.4	-0.450124	5.164088	1.835912	7	
	43.5	-0.450753	5.16947	1.83053	7	
	43.6	-0.450773	5.168023	1.831977	7	
	43.7	-0.451352	5.168522	1.831478	7	
	43.8	-0.451136	5.172114	1.827886	7	
	43.9	-0.451205	5.171593	1.828407	7	
	44	-0.451657	5.17329	1.82671	7	
	44.1	-0.45202	5.174237	1.825763	7	
	44.2	-0.451785	5.176746	1.823254	7	
	44.3	-0.451568	5.177235	1.822765	7	
	44.4	-0.451549	5.178786	1.821214	7	
	44.5	-0.451441	5.181492	1.818508	7	
	44.6	-0.4515	5.18068	1.81932	7	
	44.7	-0.451971	5.182387	1.817613	7	
	44.8	-0.451961	5.184657	1.815343	7	
	44.9	-0.451539	5.184917	1.815083	7	
	45	-0.45148	5.18677	1.81323	7	
	45.1	-0.451578	5.189528	1.810472	7	
	45.2	-0.451608	5.188206	1.811794	7	
	45.3	-0.451873	5.189632	1.810368	7	
	45.4	-0.45207	5.188674	1.811326	7	
	45.5	-0.452138	5.187779	1.812221	7	
	45.6	-0.451922	5.191194	1.808806	7	
	45.7	-0.452296	5.193265	1.806735	7	
	45.8	-0.452669	5.194608	1.805392	7	
	45.9	-0.452669	5.194368	1.805632	7	
	46	-0.452865	5.197148	1.802852	7	
	46.1	-0.453023	5.196762	1.803238	7	
	46.2	-0.452698	5.195513	1.804487	7	
	46.3	-0.45259	5.199261	1.800739	7	
	46.4	-0.452522	5.200926	1.799074	7	
	46.5	-0.452347	5.198921	1.801079	7	
	46.6	-0.452233	5.200164	1.799836	7	
	46.7	-0.452266	5.201603	1.798397	7	
	46.8	-0.452318	5.20393	1.79607	7	
	46.9	-0.452322	5.205169	1.794831	7	
	47	-0.451696	5.206006	1.793994	7	
	47.1	-0.45188	5.20527	1.79473	7	
	47.2	-0.45206	5.204007	1.795993	7	
	47.3	-0.452099	5.207963	1.792037	7	
	47.4	-0.452187	5.205985	1.794015	7	
	47.5	-0.452541	5.206641	1.793359	7	
	47.6	-0.452472	5.21349	1.78651	7	
	47.7	-0.452728	5.212334	1.787666	7	
